HSK Level,Word,Pronunciation,Definition
5,??,wen1 rou2,gentle and soft; tender
5,?,wen2,to hear; news; well-known; famous; reputation; fame; to smell; to sniff at; surname Wen
3,??,wen2 hua4,"culture; civilization; cultural; CL:?|?[ge4],?|?[zhong3]"
5,??,wen2 jian4,document; file; CL:?[fen4]
5,??,wen2 ju4,"stationery; item of stationery (pen, pencil, eraser, pencil sharpener etc)"
5,??,wen2 ming2,civilized; civilization; culture; CL:?|?[ge4]
6,??,wen2 ping2,diploma
6,??,wen2 wu4,"cultural relic; historical relic; CL:?[jian4],?|?[ge4]"
6,??,wen2 xian4,document
5,??,wen2 xue2,literature; CL:?|?[zhong3]
6,??,wen2 ya3,elegant; refined
6,??,wen2 yi4,literature and art
4,??,wen2 zhang1,"article; essay; literary works; writings; hidden meaning; CL:?[pian1],?[duan4],?|?[ye4]"
5,?,wen3,kiss; mouth
5,??,wen3 ding4,steady; stable; stability; to stabilize; to pacify
2,?,wen4,to ask
5,??,wen4 hou4,to give one's respects; to send a greeting
6,??,wen4 shi4,to be published; to come out
2,??,wen4 ti2,question; problem; issue; topic; CL:?|?[ge4]
6,?,wo1,nest; pit or hollow on the human body; lair; den; place; to harbor or shelter; to hold in check; to bend; classifier for litters and broods
1,?,wo3,I; me; my
1,??,wo3 men5,we; us; ourselves; our
5,??,wo4 shi4,bedroom; CL:?|?[jian1]
4,??,wo4 shou3,to shake hands
6,??,wu1 hei1,jet-black; dark
6,??,wu1 mie4,slander
4,??,wu1 ran3,pollution; contamination; CL:?|?[ge4]
6,??,wu1 xian4,to entrap; to frame; to plant false evidence against sb
5,??,wu1 zi5,house; room; CL:?|?[jian1]
4,?,wu2,-less; not to have; no; none; not; to lack; un-
6,??,wu2 bi3,matchless
6,??,wu2 chang2,free; no charge; at no cost
6,??,wu2 chi3,without any sense of shame; unembarrassed; shameless
6,??,wu2 cong2,not to have access; beyond one's authority or capability; sth one has no way of doing
6,????,wu2 dong4 yu2 zhong1,aloof; indifferent; unconcerned
6,??,wu2 fei1,only; nothing else
6,????,wu2 jing1 da3 cai3,dispirited and downcast (idiom); listless; in low spirits; washed out
6,????,wu2 ke3 feng4 gao4,"(idiom) ""no comment"""
6,????,wu2 ke3 nai4 he2,have no way out; have no alternative; abbr. to ??|?? [wu2 nai4]
6,??,wu2 lai4,hoodlum; rascal; rogue; rascally; scoundrelly
6,????,wu2 li3 qu3 nao4,to make trouble without reason (idiom); deliberately awkward; pointless provocation; willful trouble maker
4,??,wu2 liao2,nonsense; bored
4,??,wu2 lun4,no matter what or how; regardless of whether...
5,??,wu2 nai4,without choice; for lack of better option; grudgingly; willy-nilly; nolens volens; abbr. for ????|????[wu2 ke3 nai4 he2]
6,????,wu2 neng2 wei2 li4,impotent (idiom); powerless; helpless
6,????,wu2 qiong2 wu2 jin4,"vast and limitless (idiom); endless span of time; no vestige of a beginning, no prospect of an end"
5,??,wu2 shu4,countless; numberless; innumerable
6,????,wu2 wei1 bu4 zhi4,in every possible way (idiom); meticulous
6,????,wu2 you1 wu2 lv4,carefree and without worries (idiom)
6,??,wu2 zhi1,ignorance
1,?,wu3,five; 5
6,??,wu3 dao3,dance
5,??,wu3 qi4,weapon; arms; CL:?|?[zhong3]
6,??,wu3 ru3,to insult; to humiliate; dishonor
5,??,wu3 shu4,military skill or technique (in former times); all kinds of martial art sports (some claiming spiritual development); self-defense; tradition of choreographed fights from opera and film (recent usage); also called kungfu ??; CL:?|?[zhong3]
6,??,wu3 xia2,"martial arts chivalry (Chinese literary, theatrical and cinema genre); knight-errant"
6,??,wu3 zhuang1,arms; equipment; to arm; military; armed (forces)
5,?,wu4,"fog; mist; CL:?|?[chang2],?|?[zhen4]"
6,?,wu4,do not
6,??,wu4 bi4,must; to need to; to be sure to
6,??,wu4 cha1,difference; error; inaccuracy
4,??,wu4 hui4,to misunderstand; to mistake; misunderstanding; CL:?|?[ge4]
6,??,wu4 jie3,to misunderstand; to misread; misunderstanding
5,??,wu4 li3,physics; physical
6,????,wu4 mei3 jia4 lian2,cheap and fine; attractive in price and quality
6,??,wu4 shi2,pragmatic; dealing with concrete issues
5,??,wu4 zhi4,matter; substance; material; materialistic; CL:?|?[ge4]
6,??,wu4 zi1,goods and materials
3,?,xi1,west
6,?,xi1,creek; rivulet
6,??,xi1 gai4,knee
2,??,xi1 gua1,watermelon; CL:?|?[tiao2]
4,???,xi1 hong2 shi4,tomato; CL:?|?[zhi1]
6,??,xi1 mie4,to stop burning; to go out (of fire); to die out; extinguished
6,??,xi1 qu3,"to absorb; to draw (a lesson, insight etc); to assimilate"
6,??,xi1 ri4,formerly; in olden days
6,??,xi1 sheng1,to sacrifice oneself; to lay down one's life; to do sth at the expense of; beast slaughtered for sacrifice; sacrifice; CL:?|?[ge4]
5,??,xi1 shou1,to absorb; to assimilate; to ingest
2,??,xi1 wang4,to wish for; to desire; hope CL:?|?[ge4]
6,??,xi1 yang2,sunset; the setting sun
4,??,xi1 yin3,"to attract (interest, investment etc); CL:?|?[ge4]"
6,??,xi2 fu5,daughter-in-law; wife (of a younger man); young married woman; young woman
3,??,xi2 guan4,habit; custom; usual practice; to be used to; CL:?|?[ge4]
6,??,xi2 ji1,an attack (esp. surprise attack); raid; to attack
6,??,xi2 su2,custom; tradition; local tradition; convention
2,?,xi3,to wash; to bathe
1,??,xi3 huan5,to like; to be fond of
3,???,xi3 shou3 jian1,toilet; lavatory; washroom
6,????,xi3 wen2 le4 jian4,a delight to see (idiom); an attractive spectacle
4,???,xi3 yi1 ji1,washer; washing machine; CL:?|?[tai2]
6,??,xi3 yue4,happy; joyous
3,??,xi3 zao3,to bathe; to take a shower
5,?,xi4,to connect; to relate to; to tie up; to bind; to be (literary)
6,??,xi4 bao1,cell (biology)
5,??,xi4 jie2,details; particulars
5,??,xi4 ju4,drama; play; theater
6,??,xi4 jun1,bacterium; germ; CL:?|?[zhong3]
6,??,xi4 lie4,series
5,??,xi4 tong3,system; CL:?|?[ge4]
6,??,xi4 zhi4,delicate; fine; careful; meticulous; painstaking
5,?,xia1,blind; groundlessly; foolishly; to no purpose
6,?,xia2,red clouds
6,??,xia2 ai4,narrow; tight; narrow minded; lacking in experience
6,??,xia2 gu3,canyon; gill; ravine
6,??,xia2 zhai3,narrow
1,?,xia4,down; downwards; below; lower; later; next (week etc); second (of two parts); to decline; to go down
5,?,xia4,to frighten; to scare; to intimidate; to threaten
3,?,xia4,summer
6,???,xia4 ling4 ying2,summer camp
6,??,xia4 shu3,subordinate; underling
1,??,xia4 wu3,afternoon; p.m.; CL:?|?[ge4]
1,??,xia4 yu3,to rain; rainy
5,??,xia4 zai3,to download; also pr. xia4 zai4
3,?,xian1,early; prior; former; in advance; first
6,??,xian1 jin4,advanced (technology); to advance
6,??,xian1 ming2,bright; clear-cut; distinct
6,??,xian1 qi3,to lift; to raise in height; to begin; upsurge; to set off (a campaign)
6,??,xian1 qian2,before; previously
1,??,xian1 sheng5,"teacher; Mister (Mr.); husband; doctor (topolect); CL:?|?[ge4],?[wei4]"
6,??,xian1 wei2,fiber; CL:?|?[zhong3]
5,??,xian1 yan4,bright-colored; gaily-colored
6,?,xian2,bow string; string of musical instrument; watchspring; chord (segment of curve); hypotenuse; CL:?[gen1]
6,?,xian2,"to dislike; suspicion; resentment; enmity; abbr. for ??|??[xian2 fan4], criminal suspect"
4,?,xian2,salty
6,??,xian2 hua4,digression; gossip; complaint; scandal; CL:?[duan4]
6,??,xian2 hui4,chaste; virtuous
6,??,xian2 jie1,to join together; to combine
6,??,xian2 yi2,suspicion; (be) suspected (of)
5,??,xian3 de5,to seem; to look; to appear
5,??,xian3 ran2,clear; evident; obvious(ly)
5,??,xian3 shi4,to show; to illustrate; to display; to demonstrate
6,??,xian3 zhu4,outstanding; notable; remarkable
5,?,xian4,"county, PRC administrative division below prefecture ??|??[di4 qu4]; CL:?|?[ge4]"
6,??,xian4 chang3,lit. actual location; the scene (of the incident); on-the-spot
6,??,xian4 cheng2,ready-made; readily available
4,??,xian4 dai4,modern times; modern age; modern era
6,??,xian4 fa3,constitution (of a country)
6,??,xian4 hai4,to frame (up); to make false charges against
5,??,xian4 jin1,cash
4,??,xian4 mu4,envious; envy; to admire
6,??,xian4 r5,"stuffing; filling, e.g. in ??[bao3 zi5] or ??[jiao3 zi5]"
6,??,xian4 ru4,to sink into; to get caught up in; to land in (a predicament)
5,??,xian4 shi2,reality; actuality; real; actual; CL:?|?[ge4]
6,??,xian4 suo3,trail; clues; thread (of a story)
5,??,xian4 xiang4,appearance; phenomenon; CL:?|?[ge4]
1,??,xian4 zai4,now; at present; at the moment; modern; current; nowadays
4,??,xian4 zhi4,to restrict; to limit; to confine; restriction; limit; CL:?|?[ge4]
6,??,xian4 zhuang4,current situation
4,?,xiang1,fragrant; sweet smelling; aromatic; savory or appetizing; (to eat) with relish; (of sleep) sound; perfume or spice; joss or incense stick; CL:?[gen1]
6,??,xiang1 cha4,to differ; discrepancy between
5,??,xiang1 chu3,get along with each other
5,??,xiang1 dang1,equivalent to; appropriate; considerably; to a certain extent; fairly
6,??,xiang1 deng3,equal; equally; equivalent
5,??,xiang1 dui4,relatively; opposite; to resist; to oppose; relative; vis-a-vis
4,??,xiang1 fan3,opposite; contrary
6,????,xiang1 fu3 xiang1 cheng2,to complement one another (idiom)
5,??,xiang1 guan1,interrelated; correlation; dependence; relevance; mutuality
3,??,xiang1 jiao1,"banana; CL:?[zhi1],?[gen1],?|?[ge4],?[ba3]"
5,??,xiang1 lian2,to link; to join; link; connection
6,??,xiang1 qian4,to inlay; to embed; to set (e.g. a jewel in a ring); tiling; tesselation
5,??,xiang1 si4,to resemble; similar; like; resemblance; similarity
3,??,xiang1 tong2,identical; same
3,??,xiang1 xin4,be convinced (that something is true); believe; to accept sth as true
6,??,xiang1 ying4,to correspond; answering (one another); to agree (among the part); corresponding; relevant; appropriate; (modify) accordingly
6,??,xiang1 zhen4,village; township
4,??,xiang2 xi4,detailed; in detail; minute
4,?,xiang3,to make a sound; to sound; to ring; loud; classifier for noises
1,?,xiang3,to think; to believe; to suppose; to wish; to want; to miss
6,????,xiang3 fang1 she4 fa3,"to think up every possible method (idiom); to devise ways and means; to try this, that and the other"
6,??,xiang3 liang4,loud and clear; resounding
5,??,xiang3 nian4,miss; remember with longing; long to see again
5,??,xiang3 shou4,to enjoy; to live it up; pleasure; CL:?|?[zhong3]
5,??,xiang3 xiang4,to imagine; to fancy; CL:?|?[ge4]
6,??,xiang3 ying4,respond to; answer; CL:?|?[ge4]
5,?,xiang4,(look) like; similar (to); appearance; to appear; to seem; image; portrait; resemble; seem
3,?,xiang4,direction; orientation; to face; to turn toward; to; towards; shortly before; formerly; to side with; to be partial to; all along (previously); surname Xiang
6,?,xiang4,lane; alley
6,?,xiang4,neck; sum; funds
6,??,xiang4 dao3,guide
6,??,xiang4 lai2,always; all along
5,??,xiang4 lian4,necklace
5,??,xiang4 mu4,item; project; sports event; CL:?|?[ge4]
5,??,xiang4 pi2,rubber; an eraser; CL:?|?[kuai4]
5,??,xiang4 qi2,Chinese chess; CL:?[fu4]
6,??,xiang4 wang3,to yearn for; to look forward to
5,??,xiang4 zheng1,emblem; symbol; token; badge; to symbolize; to signify; to stand for
6,??,xiao1 chu2,to eliminate; to remove
6,??,xiao1 du2,to disinfect; to sterilize
6,??,xiao1 fang2,fire-fighting; fire control
5,??,xiao1 fei4,to consume; CL:?|?[ge4]
6,??,xiao1 hao4,to use up; to consume
5,??,xiao1 hua4,digest; digestion; digestive
6,??,xiao1 hui3,to destroy (by melting or burning); to obliterate
6,??,xiao1 ji2,negative; passive; inactive
5,??,xiao1 mie4,to put an end to; to annihilate; to cause to perish; to perish; annihilation (in quantum field theory)
5,??,xiao1 shi1,to disappear; to fade away
5,??,xiao1 shou4,to sell; market; sales
4,??,xiao1 xi5,news; information; CL:?|?[tiao2]
1,?,xiao3,small; tiny; few; young
5,??,xiao3 chi1,snack; refreshments; CL:?[jia1]
5,???,xiao3 huo3 zi5,lad; young fellow; youngster; CL:?|?[ge4]
1,??,xiao3 jie5,"young lady; miss; CL:?|?[ge4],?[wei4]"
5,??,xiao3 mai4,wheat; CL:?[li4]
6,??,xiao3 qi5,stingy; petty; miserly; narrow-minded
2,??,xiao3 shi2,hour; CL:?|?[ge4]
4,??,xiao3 shuo1,"novel; fiction; CL:?[ben3],?[bu4]"
5,??,xiao3 tou1,thief
3,??,xiao3 xin1,to be careful; to take care
6,????,xiao3 xin1 yi4 yi4,cautious and solemn (idiom); very carefully; prudent; gently and cautiously
2,?,xiao4,laugh; smile; CL:?|?[ge4]
4,??,xiao4 guo3,result; effect; quality; CL:?|?[ge4]
4,??,xiao4 hua4,joke; jest; CL:?|?[ge4]
5,??,xiao4 lv4,efficiency
6,??,xiao4 shun5,filial piety; to be obedient to one's parents
6,??,xiao4 xiang4,portrait
6,??,xiao4 yi4,benefit
3,??,xiao4 zhang3,"(college, university) president; headmaster; CL:?|?[ge4],?[wei4],?[ming2]"
1,?,xie1,some; few; several; (a measure word)
5,?,xie1,to rest
5,?,xie2,inclined; slanting; oblique; tilting
3,?,xie2,"shoe; CL:?|?[shuang1],?|?[zhi1]"
6,??,xie2 dai4,to carry (on one's person); to support (old); Taiwan pr. xi1 dai4
6,??,xie2 hui4,"an association; a society; CL:?|?[ge4],?[jia1]"
6,??,xie2 shang1,to consult with; to talk things over; agreement
5,??,xie2 tiao2,to coordinate; to harmonize; negotiation
6,??,xie2 yi4,agreement; pact; protocol; CL:?|?[xiang4]
6,??,xie2 zhu4,provide assistance; aid
1,?,xie3,to write
6,??,xie3 zuo4,writing; written works
6,?,xie4,crumbs; filings; worthwhile
6,??,xie4 jue2,to refuse politely
6,??,xie4 lu4,to leak (information); to divulge
6,??,xie4 qi4,discouraged; dejected; demoralized; despairing; to want to give up; to deflate (air from a tyre)
1,??,xie4 xie5,to thank; thanks
2,?,xin1,new; newly; meso- (chemistry)
6,????,xin1 chen2 dai4 xie4,metabolism (biology); the new replaces the old (idiom)
6,??,xin1 de2,knowledge gained; CL:?|?[ge4]
4,??,xin1 ku3,hard; exhausting; with much toil; thanks for your trouble
6,??,xin1 lang2,bridegroom; groom
5,??,xin1 li3,mental; psychological
6,??,xin1 ling2,bright; smart; quick-witted; heart; thoughts; spirit
6,??,xin1 niang2,bride
6,??,xin1 qin2,hardworking; industrious
4,??,xin1 qing2,mood; frame of mind; CL:?|?[ge4]
5,??,xin1 shang3,to appreciate; to enjoy; to admire
6,??,xin1 shui3,salary; wage
6,??,xin1 tai4,attitude (of the heart); state of one's psyche; way of thinking; mentality
6,??,xin1 teng2,to love dearly; the pain of love
6,??,xin1 wei4,to be gratified
3,??,xin1 wen2,"news; CL:?|?[tiao2],?|?[ge4]"
3,??,xin1 xian1,"fresh (experience, food etc); freshness"
6,????,xin1 xin1 xiang4 rong2,luxuriant growth (idiom); flourishing; thriving
6,??,xin1 xue4,heart's blood; expenditure (for some project); meticulous care
6,???,xin1 yan3 r5,one's thoughts; mind; intention; willingness to accept new ideas; baseless suspicions
6,??,xin1 ying3,lit. new bud; fig. new and original
5,??,xin1 zang4,"heart; CL:?|?[ke1],?|?[ge4]"
3,?,xin4,letter; mail; to trust; to believe; to profess faith in; truthful; confidence; trust; at will; at random
5,??,xin4 feng1,envelope; CL:?|?[ge4]
5,??,xin4 hao4,signal
6,??,xin4 lai4,to trust; to have confidence in; to have faith in; to rely on
6,??,xin4 nian4,faith; belief; conviction
4,??,xin4 ren4,to trust; to have confidence in
5,??,xin4 xi1,information; news; message
4,??,xin4 xin1,confidence; faith (in sb or sth); CL:?|?[ge4]
6,??,xin4 yang3,to believe in (a religion); firm belief; conviction
4,???,xin4 yong4 ka3,credit card
6,??,xin4 yu4,prestige; distinction; reputation; trust
6,?,xing1,fishy (smell)
4,??,xing1 fen4,excited; excitement
6,????,xing1 gao1 cai3 lie4,happy and excited (idiom); in high spirits; in great delight
6,??,Xing1 long2,"Xinglong county in Chengde ??[Cheng2 de2], Hebei"
1,??,xing1 qi1,week; CL:?|?[ge4]
6,??,xing1 wang4,prosperous; thriving; to prosper; to flourish
4,?,xing2,to walk; to go; to travel; a visit; temporary; makeshift; current; in circulation; to do; to perform; capable; competent; effective; all right; OK!; will do
5,??,xing2 cheng2,to form; to take shape
5,??,xing2 dong4,operation; action; to move; mobile; CL:?|?[ge4]
3,???,xing2 li5 xiang1,suitcase
5,??,xing2 ren2,pedestrian; traveler on foot; passer-by; official responsible for arranging audiences with the emperor
5,??,xing2 rong2,to describe; description; appearance; look
5,??,xing2 shi4,circumstances; situation; terrain; CL:?|?[ge4]
5,??,xing2 shi4,form; shape; situation; circumstance; CL:?|?[ge4]
6,??,xing2 shi4,criminal; penal
6,??,xing2 tai4,shape; form; pattern; morphology
5,??,xing2 wei2,action; conduct; behavior; activity
5,??,xing2 xiang4,image; form; figure; CL:?|?[ge4]; visualization; vivid
6,??,xing2 zheng4,administration; administrative
5,??,xing2 zhuang4,form; shape; CL:?|?[ge4]
4,?,xing3,to wake up; to awaken; to be awake
2,?,xing4,family name; surname; name; CL:?|?[ge4]
4,??,xing4 bie2,gender; sex; distinguishing between the sexes
4,??,xing4 fu2,blessed; happiness; happy
6,??,xing4 gan3,sex appeal; eroticism; sexuality; sexy
4,??,xing4 ge2,nature; disposition; temperament; character; CL:?|?[ge4]
6,??,xing4 hao3,fortunately
5,??,xing4 kui1,fortunately; luckily
6,??,xing4 ming4,life
6,??,xing4 neng2,function; performance
6,??,xing4 qing2,nature; temperament
3,??,xing4 qu5,interest in (something); CL:?|?[ge4]
5,??,xing4 yun4,fortunate; lucky; fortune; luck
5,??,xing4 zhi4,nature; characteristic; CL:?|?[ge4]
6,????,xing4 zhi4 bo2 bo2,to become exhilarated (idiom); in high spirits; full of zest
5,?,xiong1,chest; bosom; heart; mind; thorax
5,??,xiong1 di4,older and younger brother; brothers; brotherly; fraternal; CL:?|?[ge4]
6,??,xiong1 e4,fierce; ferocious; fiendish; frightening
6,??,xiong1 huai2,one's bosom (the seat of emotions); breast; broad-minded and open; to think about; to cherish
6,??,xiong1 shou3,assailant; murderer; assassin
6,??,xiong1 tang2,chest
6,??,xiong2 hou4,robust; strong and solid
3,??,xiong2 mao1,panda; CL:?|?[zhi1]
5,??,xiong2 wei3,grand; imposing; magnificent; majestic
4,?,xiu1,to mend; to repair; to build; to embellish; to study
6,??,xiu1 chi3,(a feeling of) shame
6,??,xiu1 fu4,restoration
5,??,xiu1 gai3,to amend; to alter; to modify
6,??,xiu1 jian4,to build; to construct
6,??,xiu1 li3,to repair; to perform maintenance; to overhaul; to fix; to prune; to trim
2,??,xiu1 xi5,rest; to rest
5,??,xiu1 xian2,leisure; relaxation; not working; idle
6,??,xiu1 yang3,accomplishment; training; self-cultivation
6,?,xiu4,to embroider
6,??,xiu4 jue2,sense of smell
6,??,xu1 jia3,false; phony; pretense
6,??,xu1 qiu2,requirement; demand (economics)
6,??,xu1 rong2,vanity
6,??,xu1 wei3,false; hypocritical; artificial; sham
5,??,xu1 xin1,modest
3,??,xu1 yao4,to need; to want; to demand; needs; to require
6,??,xu1 zhi1,prerequisites; rules that must be known before starting sth
4,??,xu3 duo1,many; a lot of; much
6,??,xu3 ke3,to allow; to permit
6,??,xu4 jiu3,heavy drinking; to get drunk; to drink to excess
6,??,xu4 mu4,to raise animals
5,??,xu4 shu4,to relate (a story or information); to tell or talk about; to recount; narration; telling; narrative; account
6,??,xu4 yan2,preface; introductory remarks; preamble; prelude
5,??,xuan1 bu4,to declare; to announce; to proclaim
5,??,xuan1 chuan2,to disseminate; to give publicity to; propaganda; CL:?|?[ge4]
6,??,xuan1 shi4,to swear an oath (of office); to make a vow
6,??,xuan1 yang2,to proclaim; to make public or well known
6,??,xuan2 gua4,to suspend; to hang; suspension (cable car)
6,??,xuan2 lv4,melody; rhythm
6,??,xuan2 nian4,"suspense in a movie, play etc; concern for sb's welfare"
6,????,xuan2 ya2 qiao4 bi4,cliffside
6,??,xuan2 zhuan3,to rotate; to revolve; to spin; to whirl
6,??,xuan3 ba2,to select the best
5,??,xuan3 ju3,"to elect; election; CL:?[ci4],?|?[ge4]"
6,??,xuan3 shou3,athlete; contestant
3,??,xuan3 ze2,to select; to pick; choice; option; alternative
6,??,xue1 ruo4,to weaken
6,??,xue2 li4,educational background; academic qualifications
5,??,xue2 qi1,term; semester; CL:?|?[ge4]
1,??,xue2 sheng5,student; school child
5,??,xue2 shu4,learning; science; academic; CL:?|?[ge4]
6,??,xue2 shuo1,theory; doctrine
6,??,xue2 wei4,"academic degree, e.g.: BSc ????|????[xue2 shi4 xue2 wei4], MSc ????|????[shuo4 shi4 xue2 wei4], Diploma ????|????[xue2 wei4 zheng4 shu1], PhD ????|????[bo2 shi4 xue2 wei4]"
5,??,xue2 wen4,learning; knowledge; CL:?|?[ge4]
1,??,xue2 xi2,to learn; to study
1,??,xue2 xiao4,school; CL:?[suo3]
2,?,xue3,"snow; snowfall; CL:?|?[chang2]; to have the appearance of snow; to wipe away, off or out; to clean"
6,????,xue3 shang4 jia1 shuang1,to add hail to snow (idiom); one disaster on top of another; to make things worse in a bad situation
4,?,xue4,"blood; informal colloquial and Taiwan pr. xie3; also pr. xue3; CL:?[di1],?[pian4]"
6,??,xue4 ya1,blood pressure
6,??,xun1 tao2,nurturing (i.e. assimilate some branch of culture); seeped in
6,??,xun2 huan2,to cycle; to circulate; circle; loop
6,??,xun2 luo2,"to patrol (police, army or navy)"
6,??,xun2 mi4,to look for
5,??,xun2 wen4,to inquire
6,????,xun2 xu4 jian4 jin4,"in sequence, step by step (idiom); to make steady progress incrementally"
5,??,xun2 zhao3,to seek; to look for
5,??,xun4 lian4,to train; to drill; training; CL:?|?[ge4]
5,??,xun4 su4,rapid; speedy; fast
6,??,ya1 jin1,deposit; cash pledge
4,??,ya1 li4,pressure
6,??,ya1 po4,to oppress; to repress; to constrict; oppression; stress (physics)
6,???,ya1 sui4 qian2,money given to children as new year present
6,??,ya1 suo1,to compress; compression
6,??,ya1 yi4,to constrain or repress emotions; oppressive; stifling; depressing; repression
6,??,ya1 zha4,"to press; to squeeze; to extract juice, oil etc by squeezing"
6,??,ya1 zhi4,to suppress; to inhibit; to stifle
4,??,ya2 gao1,toothpaste; CL:?[guan3]
6,??,ya4 jun1,second place (in a sports contest); runner-up
4,??,Ya4 zhou1,Asia; Asian
4,?,ya5,"(particle equivalent to ? after a vowel, expressing surprise or doubt)"
6,????,yan1 hua1 bao4 zhu2,fireworks and crackers
6,??,yan1 mo4,to submerge; to drown; to flood; to drown out (also fig.)
4,?,yan2,salt; CL:?[li4]
5,??,yan2 chang2,to prolong; to extend; to delay
4,??,yan2 ge2,strict; stringent; tight; rigorous
6,??,yan2 hai3,coastal
6,??,yan2 han2,bitter cold; severe winter
6,??,yan2 jin4,strictly prohibit
4,???,yan2 jiu1 sheng1,graduate student; postgraduate student; research student
6,??,yan2 jun4,grim; severe; rigorous
6,??,yan2 li4,severe; strict
6,??,yan2 lun4,speech; expression of opinion; public opinion
6,??,yan2 mi4,"strict; tight (organization, surveillance etc)"
6,??,yan2 qi1,to delay; to extend; to postpone; to defer
6,??,yan2 re4,blistering hot; sizzling hot (weather)
2,??,yan2 se4,color; CL:?|?[ge4]
6,??,yan2 shen1,to extend; to spread
6,??,yan2 shi2,rock
5,??,yan2 su4,solemn; solemnity
6,??,yan2 xu4,to continue; to go on; to last
4,??,yan2 zhong4,grave; serious; severe; critical
6,??,yan3 bian4,to develop; to evolve
4,??,yan3 chu1,"to act (in a play); to perform; to put on (a performance); performance; concert; show; CL:?|?[chang2],?[ci4]"
6,??,yan3 gai4,to conceal; to hide behind; to cover up
6,??,yan3 guang1,vision
6,??,yan3 hu4,to screen; to shield; to cover; protection; cover; CL:?[mian4]
6,??,yan3 jiang3,lecture; to make a speech
3,??,yan3 jing4,spectacles; eyeglasses; CL:?[fu4]
2,??,yan3 jing5,"eye; CL:?|?[zhi1],?|?[shuang1]"
6,??,yan3 se4,a wink; to signal with one's eyes
6,??,yan3 shen2,expression or emotion showing in one's eyes; meaningful glance; wink; eyesight (topolect)
6,??,yan3 shi4,to conceal a fault; to gloss over
6,??,yan3 xi2,exercise; practice; to put on a play; to act
6,??,yan3 xia4,now; at present; subocular (medicine)
6,??,yan3 yi4,to deduce; to infer
4,??,yan3 yuan2,"actor or actress; performer; CL:?|?[ge4],?[wei4],?[ming2]"
6,??,yan3 zou4,to play a musical instrument; to perform music
5,??,yan4 hui4,"banquet; feast; dinner party; CL:?[xi2],?|?[ge4]"
6,??,yan4 shou1,to check on receipt; an inventory of received goods; to verify and accept (a delivery)
6,??,yan4 wu4,to loath; to hate; disgusted with sth
6,??,yan4 zheng4,to inspect and verify; experimental verification
4,??,yang2 guang1,sunshine; CL:?|?[xian4]
2,??,yang2 rou4,mutton
5,??,yang2 tai2,balcony; porch
5,?,yang3,to itch; to tickle
4,??,yang3 cheng2,to cultivate; to raise; to form (a habit); to acquire
6,??,yang3 qi4,oxygen
6,??,yang4 pin3,sample; specimen
5,??,yang4 shi4,type; style
4,??,yang4 zi5,manner; air; looks; aspect
5,?,yao1,waist; lower back; pocket; middle; loins
4,??,yao1 qing3,to invite; invitation; CL:?|?[ge4]
3,??,yao1 qiu2,to request; to require; to stake a claim; to ask; to demand; CL:?|?[dian3]
5,?,yao2,shake; to rock
6,??,yao2 bai3,to waver; swaying (of building in an earthquake)
6,??,yao2 gun3,to shake and boil; rock and roll (music)
6,??,yao2 huang4,to rock; to shake; to sway
6,??,yao2 kong4,remote control
6,??,yao2 yan2,rumor
6,??,yao2 yuan3,distant; remote
5,?,yao3,to bite; to nip
6,????,yao3 ya2 qie4 chi3,gnashing one's teeth (idiom); displaying extreme anger; fuming with rage between gritted teeth
2,?,yao4,"medicine; drug; cure; CL:?|?[zhong3],?[fu4]"
2,?,yao4,important; vital; to want; will; going to (as future auxiliary); may; must
5,??,yao4 bu4,"otherwise; or; or else; how about...? (one choice or the other); either this, or else..."
6,???,yao4 bu4 ran2,otherwise; or else; or
6,??,yao4 dian3,main point; essential
6,??,yao4 ming4,to cause sb's death; very; extremely; frightening; annoying
5,??,yao4 shi5,if
4,??,yao4 shi5,key; CL:?[ba3]
6,??,yao4 su4,essential factor; key constituent
6,??,yao4 yan3,to dazzle; dazzling
3,??,ye2 ye5,(informal) father's father; paternal grandfather; CL:?|?[ge4]
2,?,ye3,also; too; (in classical Chinese) final particle serving as copula
6,??,ye3 man2,barbarous; uncivilized
6,??,ye3 xin1,ambition; wild schemes; careerism
4,??,ye3 xu3,perhaps; maybe
5,?,ye4,night
4,?,ye4,page; leaf
5,??,ye4 ti3,liquid
5,??,ye4 wu4,business; profession; CL:?|?[ge4]
5,??,ye4 yu2,spare time; amateur; extra-curricular
4,??,ye4 zi5,foliage; leaf; CL:?[pian4]
1,?,yi1,"one; 1; single; a (article); as soon as; entire; whole; all; throughout; ""one"" radical in Chinese characters (Kangxi radical 1)"
3,??,yi4 ban1,same; ordinary; common; general; generally; in general
5,???,yi2 bei4 zi5,(for) a lifetime
3,??,yi4 bian1,one side; either side; on the one hand; on the other hand; doing while
6,??,yi1 ci4,in order; in succession
5,??,yi2 dan4,"in case (sth happens); if; once (sth happens, then...); when; in a short time; in one day"
3,??,yi2 ding4,surely; certainly; necessarily; fixed; a certain (extent etc); given; particular; must
6,??,yi2 du4,for a time; at one time; one time; once
6,????,yi4 fan1 feng1 shun4,"single sail, gentle wind (idiom); plain sailing; to go smoothly"
1,??,yi1 fu5,"clothes; CL:?[jian4],?[tao4]"
3,??,yi2 gong4,altogether
6,??,yi2 guan4,consistent; constant; from start to finish; all along; persistent
3,???,yi2 hui4 r5,a while
6,??,yi1 jiu4,as before; still
